8900000.0000 0.0000
8901507.5377 0.0000
8903015.0754 0.0000
8904522.6131 0.0000
8906030.1508 0.0000
8907537.6884 0.0000
8909045.2261 0.0000
8910552.7638 0.0000
8912060.3015 0.0000
8913567.8392 0.0000
8915075.3769 0.0000
8916582.9146 0.0000
8918090.4523 0.0000
8919597.9899 0.0000
8921105.5276 0.0000
8922613.0653 0.0000
8924120.6030 0.0000
8925628.1407 0.0000
8927135.6784 0.0000
8928643.2161 0.0000
8930150.7538 0.0000
8931658.2915 0.0000
8933165.8291 0.0000
8934673.3668 0.0000
8936180.9045 0.0000
8937688.4422 0.0000
8939195.9799 0.0000
8940703.5176 0.0000
8942211.0553 0.0000
8943718.5930 0.0000
8945226.1307 0.0000
8946733.6683 0.0000
8948241.2060 0.0000
8949748.7437 0.0000
8951256.2814 0.0000
8952763.8191 0.0000
8954271.3568 0.0000
8955778.8945 0.0001
8957286.4322 0.0001
8958793.9698 0.0001
8960301.5075 0.0001
8961809.0452 0.0002
8963316.5829 0.0002
8964824.1206 0.0003
8966331.6583 0.0004
8967839.1960 0.0006
8969346.7337 0.0008
8970854.2714 0.0010
8972361.8090 0.0013
8973869.3467 0.0017
8975376.8844 0.0021
8976884.4221 0.0027
8978391.9598 0.0035
8979899.4975 0.0044
8981407.0352 0.0055
8982914.5729 0.0069
8984422.1106 0.0087
8985929.6482 0.0107
8987437.1859 0.0133
8988944.7236 0.0163
8990452.2613 0.0199
8991959.7990 0.0242
8993467.3367 0.0293
8994974.8744 0.0353
8996482.4121 0.0423
8997989.9497 0.0504
8999497.4874 0.0598
9001005.0251 0.0706
9002512.5628 0.0829
9004020.1005 0.0969
9005527.6382 0.1126
9007035.1759 0.1303
9008542.7136 0.1499
9010050.2513 0.1717
9011557.7889 0.1956
9013065.3266 0.2218
9014572.8643 0.2502
9016080.4020 0.2808
9017587.9397 0.3136
9019095.4774 0.3484
9020603.0151 0.3853
9022110.5528 0.4238
9023618.0905 0.4639
9025125.6281 0.5052
9026633.1658 0.5475
9028140.7035 0.5903
9029648.2412 0.6333
9031155.7789 0.6760
9032663.3166 0.7180
9034170.8543 0.7587
9035678.3920 0.7978
9037185.9296 0.8347
9038693.4673 0.8689
9040201.0050 0.8999
9041708.5427 0.9275
9043216.0804 0.9510
9044723.6181 0.9703
9046231.1558 0.9851
9047738.6935 0.9950
9049246.2312 1.0000
9050753.7688 1.0000
9052261.3065 0.9950
9053768.8442 0.9851
9055276.3819 0.9703
9056783.9196 0.9510
9058291.4573 0.9275
9059798.9950 0.8999
9061306.5327 0.8689
9062814.0704 0.8347
9064321.6080 0.7978
9065829.1457 0.7587
9067336.6834 0.7180
9068844.2211 0.6760
9070351.7588 0.6333
9071859.2965 0.5903
9073366.8342 0.5475
9074874.3719 0.5052
9076381.9095 0.4639
9077889.4472 0.4238
9079396.9849 0.3853
9080904.5226 0.3484
9082412.0603 0.3136
9083919.5980 0.2808
9085427.1357 0.2502
9086934.6734 0.2218
9088442.2111 0.1956
9089949.7487 0.1717
9091457.2864 0.1499
9092964.8241 0.1303
9094472.3618 0.1126
9095979.8995 0.0969
9097487.4372 0.0829
9098994.9749 0.0706
9100502.5126 0.0598
9102010.0503 0.0504
9103517.5879 0.0423
9105025.1256 0.0353
9106532.6633 0.0293
9108040.2010 0.0242
9109547.7387 0.0199
9111055.2764 0.0163
9112562.8141 0.0133
9114070.3518 0.0107
9115577.8894 0.0087
9117085.4271 0.0069
9118592.9648 0.0055
9120100.5025 0.0044
9121608.0402 0.0035
9123115.5779 0.0027
9124623.1156 0.0021
9126130.6533 0.0017
9127638.1910 0.0013
9129145.7286 0.0010
9130653.2663 0.0008
9132160.8040 0.0006
9133668.3417 0.0004
9135175.8794 0.0003
9136683.4171 0.0002
9138190.9548 0.0002
9139698.4925 0.0001
9141206.0302 0.0001
9142713.5678 0.0001
9144221.1055 0.0001
9145728.6432 0.0000
9147236.1809 0.0000
9148743.7186 0.0000
9150251.2563 0.0000
9151758.7940 0.0000
9153266.3317 0.0000
9154773.8693 0.0000
9156281.4070 0.0000
9157788.9447 0.0000
9159296.4824 0.0000
9160804.0201 0.0000
9162311.5578 0.0000
9163819.0955 0.0000
9165326.6332 0.0000
9166834.1709 0.0000
9168341.7085 0.0000
9169849.2462 0.0000
9171356.7839 0.0000
9172864.3216 0.0000
9174371.8593 0.0000
9175879.3970 0.0000
9177386.9347 0.0000
9178894.4724 0.0000
9180402.0101 0.0000
9181909.5477 0.0000
9183417.0854 0.0000
9184924.6231 0.0000
9186432.1608 0.0000
9187939.6985 0.0000
9189447.2362 0.0000
9190954.7739 0.0000
9192462.3116 0.0000
9193969.8492 0.0000
9195477.3869 0.0000
9196984.9246 0.0000
9198492.4623 0.0000
9200000.0000 0.0000
