20230000.0000 0.0000
20231507.5377 0.0000
20233015.0754 0.0000
20234522.6131 0.0000
20236030.1508 0.0000
20237537.6884 0.0000
20239045.2261 0.0000
20240552.7638 0.0000
20242060.3015 0.0000
20243567.8392 0.0000
20245075.3769 0.0000
20246582.9146 0.0000
20248090.4523 0.0000
20249597.9899 0.0000
20251105.5276 0.0000
20252613.0653 0.0000
20254120.6030 0.0000
20255628.1407 0.0000
20257135.6784 0.0000
20258643.2161 0.0000
20260150.7538 0.0000
20261658.2915 0.0000
20263165.8291 0.0000
20264673.3668 0.0000
20266180.9045 0.0000
20267688.4422 0.0000
20269195.9799 0.0000
20270703.5176 0.0000
20272211.0553 0.0000
20273718.5930 0.0000
20275226.1307 0.0000
20276733.6683 0.0000
20278241.2060 0.0000
20279748.7437 0.0000
20281256.2814 0.0000
20282763.8191 0.0000
20284271.3568 0.0000
20285778.8945 0.0001
20287286.4322 0.0001
20288793.9698 0.0001
20290301.5075 0.0001
20291809.0452 0.0002
20293316.5829 0.0002
20294824.1206 0.0003
20296331.6583 0.0004
20297839.1960 0.0006
20299346.7337 0.0008
20300854.2714 0.0010
20302361.8090 0.0013
20303869.3467 0.0017
20305376.8844 0.0021
20306884.4221 0.0027
20308391.9598 0.0035
20309899.4975 0.0044
20311407.0352 0.0055
20312914.5729 0.0069
20314422.1106 0.0087
20315929.6482 0.0107
20317437.1859 0.0133
20318944.7236 0.0163
20320452.2613 0.0199
20321959.7990 0.0242
20323467.3367 0.0293
20324974.8744 0.0353
20326482.4121 0.0423
20327989.9497 0.0504
20329497.4874 0.0598
20331005.0251 0.0706
20332512.5628 0.0829
20334020.1005 0.0969
20335527.6382 0.1126
20337035.1759 0.1303
20338542.7136 0.1499
20340050.2513 0.1717
20341557.7889 0.1956
20343065.3266 0.2218
20344572.8643 0.2502
20346080.4020 0.2808
20347587.9397 0.3136
20349095.4774 0.3484
20350603.0151 0.3853
20352110.5528 0.4238
20353618.0905 0.4639
20355125.6281 0.5052
20356633.1658 0.5475
20358140.7035 0.5903
20359648.2412 0.6333
20361155.7789 0.6760
20362663.3166 0.7180
20364170.8543 0.7587
20365678.3920 0.7978
20367185.9296 0.8347
20368693.4673 0.8689
20370201.0050 0.8999
20371708.5427 0.9275
20373216.0804 0.9510
20374723.6181 0.9703
20376231.1558 0.9851
20377738.6935 0.9950
20379246.2312 1.0000
20380753.7688 1.0000
20382261.3065 0.9950
20383768.8442 0.9851
20385276.3819 0.9703
20386783.9196 0.9510
20388291.4573 0.9275
20389798.9950 0.8999
20391306.5327 0.8689
20392814.0704 0.8347
20394321.6080 0.7978
20395829.1457 0.7587
20397336.6834 0.7180
20398844.2211 0.6760
20400351.7588 0.6333
20401859.2965 0.5903
20403366.8342 0.5475
20404874.3719 0.5052
20406381.9095 0.4639
20407889.4472 0.4238
20409396.9849 0.3853
20410904.5226 0.3484
20412412.0603 0.3136
20413919.5980 0.2808
20415427.1357 0.2502
20416934.6734 0.2218
20418442.2111 0.1956
20419949.7487 0.1717
20421457.2864 0.1499
20422964.8241 0.1303
20424472.3618 0.1126
20425979.8995 0.0969
20427487.4372 0.0829
20428994.9749 0.0706
20430502.5126 0.0598
20432010.0503 0.0504
20433517.5879 0.0423
20435025.1256 0.0353
20436532.6633 0.0293
20438040.2010 0.0242
20439547.7387 0.0199
20441055.2764 0.0163
20442562.8141 0.0133
20444070.3518 0.0107
20445577.8894 0.0087
20447085.4271 0.0069
20448592.9648 0.0055
20450100.5025 0.0044
20451608.0402 0.0035
20453115.5779 0.0027
20454623.1156 0.0021
20456130.6533 0.0017
20457638.1910 0.0013
20459145.7286 0.0010
20460653.2663 0.0008
20462160.8040 0.0006
20463668.3417 0.0004
20465175.8794 0.0003
20466683.4171 0.0002
20468190.9548 0.0002
20469698.4925 0.0001
20471206.0302 0.0001
20472713.5678 0.0001
20474221.1055 0.0001
20475728.6432 0.0000
20477236.1809 0.0000
20478743.7186 0.0000
20480251.2563 0.0000
20481758.7940 0.0000
20483266.3317 0.0000
20484773.8693 0.0000
20486281.4070 0.0000
20487788.9447 0.0000
20489296.4824 0.0000
20490804.0201 0.0000
20492311.5578 0.0000
20493819.0955 0.0000
20495326.6332 0.0000
20496834.1709 0.0000
20498341.7085 0.0000
20499849.2462 0.0000
20501356.7839 0.0000
20502864.3216 0.0000
20504371.8593 0.0000
20505879.3970 0.0000
20507386.9347 0.0000
20508894.4724 0.0000
20510402.0101 0.0000
20511909.5477 0.0000
20513417.0854 0.0000
20514924.6231 0.0000
20516432.1608 0.0000
20517939.6985 0.0000
20519447.2362 0.0000
20520954.7739 0.0000
20522462.3116 0.0000
20523969.8492 0.0000
20525477.3869 0.0000
20526984.9246 0.0000
20528492.4623 0.0000
20530000.0000 0.0000
